mode,distance_km,passengers,occupancy,traffic_index,temperature_c,rain_index,weekend,co2e_kg
Walking,9.637,1,107.67,0.924,15.4,0.357,1,0.00765
Walking,11.673,1,115.05,0.872,23.86,0.982,1,0.00191
Bicycle,15.319,1,102.22,0.058,37.04,0.591,0,0.0
Metro,39.784,1,109.73,0.08,17.42,0.283,0,1.73138
Car,6.148,3,3.0,0.954,32.1,0.673,1,0.47928
Motorcycle,6.964,1,121.67,0.481,16.75,0.467,1,0.78942
Metro,11.975,1,103.12,0.273,28.0,0.029,0,0.55252
Bicycle,20.964,1,114.8,0.453,18.75,0.903,1,0.0
Bus,17.365,1,26.2,0.466,27.6,0.711,1,1.22479
Motorcycle,1.726,1,111.71,0.916,26.97,0.181,0,0.21042
Motorcycle,8.24,1,124.95,0.997,10.83,0.762,0,1.125
Walking,9.591,1,118.09,0.322,16.84,0.647,0,0.00669
Motorcycle,3.338,1,118.25,0.821,39.6,0.342,0,0.38662
Metro,5.18,1,117.91,0.834,13.68,0.78,1,0.23374
Metro,23.107,1,116.87,0.502,23.0,0.146,1,1.00502
Bicycle,26.129,1,119.12,0.441,20.44,0.027,1,0.0
Motorcycle,2.681,1,108.72,0.657,29.5,0.197,1,0.30742
Motorcycle,12.561,1,114.36,0.885,38.31,0.584,1,1.55559
Metro,8.076,1,131.53,0.154,36.83,0.25,1,0.30531
Motorcycle,8.244,1,120.62,0.927,20.98,0.02,1,1.03686
Metro,6.265,1,109.47,0.23,27.75,0.996,1,0.28615
Bus,15.52,1,17.76,0.847,27.46,0.247,1,1.62854
Motorcycle,9.357,1,104.37,0.27,31.88,0.124,0,1.0301
Motorcycle,14.288,1,121.01,0.696,30.5,0.757,0,1.80152
Car,9.326,3,3.0,0.545,34.36,0.793,0,0.69944
Bicycle,3.415,1,111.41,0.587,30.51,0.116,1,0.00049
Bicycle,1.326,1,114.29,0.784,35.34,0.205,0,0.00476
Car,9.423,1,1.0,0.526,35.91,0.816,1,2.10053
Metro,10.118,1,123.83,0.748,36.05,0.206,1,0.39974
Car,2.817,4,4.0,0.253,36.18,0.538,1,0.15462
Metro,3.222,1,127.94,0.753,38.22,0.503,0,0.12366
Metro,10.613,1,107.07,0.067,38.78,0.844,0,0.4614
Car,0.913,5,5.0,0.29,36.51,0.543,1,0.05109
Walking,13.5,1,126.59,0.991,34.38,0.806,1,0.0
Car,10.585,5,5.0,0.651,28.71,0.545,0,0.46692
Motorcycle,10.726,1,122.65,0.109,38.66,0.568,1,1.21973
Walking,6.261,1,115.15,0.735,28.04,0.514,0,0.00648
Walking,12.721,1,109.88,0.563,28.42,0.294,0,0.00179
Bus,12.412,1,16.27,0.823,36.56,0.177,1,1.48583
Metro,10.512,1,116.91,0.08,36.73,0.79,1,0.41626
Bicycle,1.679,1,125.35,0.52,20.76,0.122,1,0.0
Bicycle,5.725,1,118.99,0.205,10.71,0.519,0,0.0
Bicycle,24.379,1,119.28,0.767,36.68,0.239,1,0.0
Metro,8.693,1,133.58,0.776,19.51,0.398,1,0.32191
Walking,5.726,1,118.56,0.524,11.31,0.665,1,0.00694
Bicycle,8.534,1,122.77,0.358,13.06,0.859,1,0.00222
Walking,20.34,1,122.11,0.58,23.65,0.452,1,0.0
Car,6.332,5,5.0,0.218,21.7,0.119,0,0.27382
Walking,3.475,1,126.85,0.843,22.49,0.433,1,0.00319
Motorcycle,9.41,1,125.7,0.033,31.06,0.646,1,0.98989
Walking,3.429,1,121.39,0.201,26.66,0.021,0,0.0
Bicycle,9.089,1,131.52,0.865,26.88,0.23,1,0.0
Bus,7.444,1,14.25,0.165,11.74,0.77,0,0.90635
Bicycle,1.904,1,127.67,0.21,16.01,0.338,1,0.0
Metro,9.4,1,114.46,0.765,19.58,0.983,0,0.40581
Bus,7.467,1,11.19,0.856,39.39,0.215,1,1.31188
Metro,9.141,1,105.26,0.568,25.81,0.676,1,0.43709
Walking,4.475,1,132.73,0.316,27.48,0.189,0,0.0
Metro,4.87,1,126.62,0.123,22.71,0.329,1,0.18582
Bicycle,18.712,1,109.77,0.602,14.26,0.789,0,0.01196
Bus,15.308,1,24.54,0.708,13.6,0.042,1,1.15374
Motorcycle,12.776,1,110.25,0.223,22.24,0.267,0,1.42069
Motorcycle,14.115,1,127.01,0.898,10.01,0.017,0,1.71569
Car,8.787,3,3.0,0.848,12.68,0.077,1,0.65604
Bicycle,19.328,1,110.44,0.022,35.64,0.184,0,0.0
Metro,8.262,1,117.6,0.256,11.25,0.263,0,0.35792
Bus,20.406,1,17.76,0.812,23.92,0.985,0,2.33465
Metro,10.632,1,123.67,0.141,25.81,0.424,0,0.41496
Bus,4.978,1,16.77,0.944,13.19,0.434,0,0.55115
Metro,6.477,1,114.92,0.331,20.2,0.506,0,0.2748
Bicycle,1.501,1,121.44,0.974,29.69,0.463,1,0.0
Bicycle,42.929,1,108.37,0.273,11.59,0.741,0,0.00958
Bus,2.557,1,18.01,0.201,26.02,0.463,1,0.23533
Car,7.745,4,4.0,0.29,19.85,0.834,0,0.41298
Metro,30.023,1,107.88,0.728,13.03,0.056,0,1.34685
Bus,29.232,1,22.38,0.483,12.8,0.006,0,2.30943
Bicycle,1.717,1,113.99,0.935,22.17,0.429,1,0.0
Bicycle,21.793,1,115.21,0.269,26.41,0.377,0,0.0
Bicycle,11.258,1,125.65,0.322,38.04,0.551,0,0.00135
Bus,6.701,1,4.21,0.561,20.83,0.677,0,3.09354
Car,11.09,3,3.0,0.868,36.55,0.23,0,0.84564
Car,23.103,5,5.0,0.208,20.78,0.886,1,0.95366
Motorcycle,8.808,1,129.61,0.226,31.05,0.92,1,0.98305
Car,23.48,5,5.0,0.602,22.81,0.683,1,1.00132
Bicycle,14.55,1,123.58,0.428,20.38,0.694,1,0.01349
Metro,13.626,1,116.05,0.917,14.7,0.64,1,0.54923
Car,18.21,1,1.0,0.931,16.37,0.167,0,4.23174
Bus,12.694,1,17.46,0.027,12.0,0.016,1,1.15272
Metro,12.46,1,124.66,0.893,11.3,0.494,0,0.49024
Car,14.771,5,5.0,0.117,13.3,0.098,1,0.59727
Car,5.191,3,3.0,0.254,22.51,0.894,0,0.35389
Metro,6.908,1,125.94,0.619,18.45,0.52,0,0.26914
Motorcycle,4.463,1,111.38,0.395,22.36,0.716,1,0.51268
Bicycle,12.416,1,130.74,0.033,30.21,0.62,0,0.0
Bicycle,2.304,1,120.26,0.187,25.93,0.712,1,0.0
Motorcycle,10.02,1,126.75,0.615,15.15,0.491,0,1.17699
Bicycle,3.506,1,121.78,0.853,26.71,0.356,1,0.0046
Metro,7.601,1,117.66,0.677,35.13,0.211,0,0.32761
Bicycle,15.751,1,113.05,0.291,25.89,0.643,0,0.0
Walking,14.447,1,122.36,0.294,39.11,0.013,0,0.00268
Bicycle,4.677,1,119.78,0.252,33.89,0.333,0,0.01192
Car,2.721,5,5.0,0.129,26.15,0.124,0,0.1227
Car,16.908,3,3.0,0.287,14.62,0.819,0,1.21519
Metro,16.346,1,123.45,0.565,15.19,0.86,0,0.64736
Motorcycle,5.118,1,124.47,0.481,21.62,0.416,1,0.62761
Metro,9.729,1,110.61,0.869,39.82,0.117,0,0.42895
Walking,3.669,1,119.83,0.935,19.75,0.356,0,0.0
Bicycle,10.7,1,122.82,0.678,24.36,0.673,1,0.0
Walking,13.545,1,133.67,0.862,24.45,0.853,0,0.00918
Bicycle,8.394,1,110.41,0.403,28.44,0.67,0,0.0
Bicycle,1.933,1,109.55,0.68,17.73,0.007,0,0.01187
Bicycle,12.746,1,135.8,0.763,11.42,0.524,0,0.00197
Walking,15.408,1,127.35,0.51,24.1,0.481,0,0.0
Bus,8.723,1,20.51,0.375,25.12,0.743,0,0.77937
Walking,15.468,1,131.72,0.874,37.39,0.858,1,0.01893
Metro,14.89,1,127.83,0.62,39.95,0.169,0,0.57191
Motorcycle,23.129,1,109.66,0.217,35.73,0.426,0,2.49859
Car,26.519,4,4.0,0.592,30.15,0.886,1,1.46508
Bicycle,5.971,1,109.08,0.497,34.32,0.493,0,0.00541
Car,11.9,1,1.0,0.831,19.54,0.569,1,2.79731
Motorcycle,4.875,1,127.12,0.748,18.51,0.262,0,0.59737
Bicycle,5.631,1,108.74,0.812,27.75,0.299,1,0.01091
Metro,19.345,1,117.23,0.599,15.89,0.142,0,0.83265
Metro,2.511,1,124.44,0.323,18.21,0.867,1,0.10138
Motorcycle,8.955,1,104.9,0.879,22.33,0.875,0,1.08941
Bus,14.77,1,19.83,0.644,33.36,0.095,1,1.33841
Bus,24.729,1,20.19,0.471,26.01,0.66,1,2.22564
Walking,19.239,1,126.86,0.548,35.81,0.889,0,0.0
Bicycle,15.074,1,110.54,0.301,21.25,0.936,1,0.0
Metro,17.874,1,119.08,0.685,12.87,0.765,0,0.74478
Motorcycle,9.502,1,113.89,0.932,16.76,0.441,0,1.24522
Car,21.07,2,2.0,0.001,33.74,0.159,1,1.97326
Motorcycle,5.641,1,92.74,0.415,37.73,0.047,1,0.62198
Motorcycle,30.777,1,118.2,0.895,17.85,0.411,0,3.75419
Walking,7.312,1,126.42,0.584,15.11,0.573,0,0.0
Walking,0.677,1,114.02,0.627,24.31,0.047,1,0.0
Motorcycle,19.609,1,119.82,0.446,22.96,0.718,1,2.30543
Bicycle,15.349,1,123.13,0.0,29.19,0.012,0,0.0
Car,18.991,1,1.0,0.356,20.06,0.515,1,4.07717
Car,3.921,4,4.0,0.507,39.62,0.517,1,0.21659
Motorcycle,15.196,1,112.37,0.176,10.72,0.047,1,1.50925
Car,22.364,1,1.0,0.814,16.84,0.828,0,5.08537
Metro,16.393,1,103.71,0.333,14.02,0.377,1,0.80326
Metro,5.553,1,117.3,0.043,15.84,0.342,1,0.22807
Metro,25.689,1,119.74,0.934,11.12,0.868,0,1.04771
Metro,14.335,1,117.98,0.739,32.65,0.29,0,0.58094
Walking,6.854,1,140.35,0.05,13.29,0.303,0,0.00684
Car,24.517,5,5.0,0.002,26.97,0.603,1,0.94453
Motorcycle,22.868,1,128.3,0.104,24.27,0.197,0,2.27726
Metro,9.597,1,125.1,0.688,20.01,0.54,0,0.37746
Walking,39.486,1,125.44,0.784,37.87,0.241,0,0.0
Walking,9.348,1,128.5,0.109,14.86,0.647,1,0.01044
Metro,10.091,1,123.6,0.262,22.95,0.398,0,0.39378
Walking,8.067,1,117.81,0.182,24.77,0.994,1,0.0
Walking,2.824,1,117.81,0.156,33.07,0.342,1,0.0
Walking,10.234,1,108.18,0.463,38.83,0.602,0,0.0
Metro,4.717,1,126.87,0.936,18.1,0.791,0,0.1935
Bicycle,33.573,1,117.97,0.111,12.37,0.024,1,0.0
Bus,20.394,1,24.14,0.681,36.5,0.826,0,1.59055
Bicycle,15.288,1,125.74,0.619,19.99,0.452,0,0.0
Motorcycle,18.363,1,110.18,0.404,29.18,0.286,0,1.97999
Car,5.786,1,1.0,0.161,18.34,0.512,1,1.14412
Metro,3.318,1,109.61,0.522,32.0,0.864,0,0.15547
Motorcycle,11.267,1,119.7,0.569,23.92,0.545,1,1.37128
Bicycle,24.047,1,120.2,0.347,34.54,0.384,0,0.0
Motorcycle,4.973,1,115.0,0.717,21.29,0.09,1,0.59153
Metro,8.229,1,116.61,0.495,12.71,0.526,1,0.3716
Walking,2.932,1,132.82,0.009,25.99,0.985,0,0.0
Bus,5.854,1,22.8,0.952,30.89,0.625,0,0.50848
Walking,14.249,1,104.21,0.682,37.88,0.367,0,0.0208
Metro,6.143,1,113.29,0.102,23.03,0.197,0,0.29046
Bus,27.914,1,17.22,0.623,19.39,0.582,0,3.01203
Motorcycle,10.557,1,122.9,0.39,18.85,0.158,1,1.16552
Bus,4.954,1,21.46,0.173,23.68,0.559,0,0.3937
Bicycle,8.699,1,106.05,0.85,24.24,0.771,1,0.0
Bicycle,0.5,1,127.02,0.825,35.92,0.801,0,0.00566
Motorcycle,6.335,1,134.65,0.957,25.09,0.263,1,0.7395
Car,16.951,5,5.0,0.439,32.65,0.694,1,0.79745
Motorcycle,17.651,1,116.71,0.419,30.21,0.951,1,2.06194
Walking,14.2,1,132.4,0.482,30.12,0.964,1,0.0
Motorcycle,6.272,1,110.54,0.599,11.18,0.377,0,0.80167
Walking,7.016,1,124.66,0.251,38.87,0.775,0,0.0
Motorcycle,25.687,1,124.91,0.661,14.47,0.25,1,2.96492
Car,7.469,3,3.0,0.453,13.11,0.853,0,0.55875
Bicycle,9.035,1,109.41,0.6,12.56,0.217,1,0.0
Metro,14.817,1,123.31,0.485,14.74,0.242,0,0.56151
Bicycle,17.614,1,121.33,0.822,34.32,0.355,0,0.00907
Walking,4.048,1,122.28,0.177,23.33,0.931,1,0.0
Bus,13.527,1,18.23,0.426,32.93,0.214,0,1.24716
Bus,4.82,1,11.69,0.06,13.32,0.513,1,0.67185
Motorcycle,19.887,1,101.94,0.908,13.18,0.077,0,2.36697
Bicycle,26.791,1,111.81,0.419,22.3,0.28,0,0.0
Metro,21.261,1,126.47,0.004,17.12,0.654,1,0.81196
Bus,4.995,1,26.07,0.319,29.18,0.147,0,0.32761
Car,6.727,2,2.0,0.024,26.42,0.854,1,0.66787
Car,9.939,4,4.0,0.814,23.93,0.046,0,0.55115
Motorcycle,4.593,1,122.65,0.171,12.0,0.463,1,0.48508
Metro,13.93,1,109.01,0.495,31.45,0.408,1,0.63833
Walking,7.485,1,123.98,0.857,29.12,0.231,1,0.00391
Bus,6.304,1,15.12,0.289,17.17,0.768,1,0.75359
Walking,2.532,1,135.18,0.983,26.97,0.269,0,0.00433
Car,13.899,1,1.0,0.696,34.31,0.656,1,3.01433
Walking,8.642,1,116.11,0.854,28.45,0.046,1,0.00878
Car,11.308,3,3.0,0.756,15.45,0.65,1,0.85618
Walking,7.663,1,99.41,0.478,18.73,0.026,1,0.00288
Bicycle,10.52,1,126.81,0.662,19.85,0.516,0,0.0
Bus,7.425,1,23.24,0.339,17.78,0.153,0,0.54815
Bicycle,30.968,1,130.87,0.715,21.09,0.749,1,0.0
Metro,50.321,1,108.02,0.998,28.05,0.141,1,2.37915
Car,21.825,3,3.0,0.814,25.88,0.974,1,1.66484
Metro,13.795,1,118.48,0.939,39.29,0.777,1,0.54381
Motorcycle,2.668,1,129.4,0.453,19.67,0.538,0,0.29227
Car,11.494,5,5.0,0.776,35.44,0.891,1,0.56358
Walking,12.498,1,109.44,0.694,19.19,0.032,1,0.0
Bus,3.113,1,22.9,0.842,26.2,0.852,0,0.27788
Walking,3.354,1,116.4,0.794,33.17,0.081,1,0.00792
Bicycle,0.877,1,113.55,0.421,10.63,0.822,1,0.02058
Walking,3.115,1,122.17,0.422,15.73,0.109,0,0.00451
Car,7.052,1,1.0,0.417,17.83,0.902,0,1.55397
Bicycle,7.779,1,117.02,0.854,22.64,0.004,1,0.0
Walking,4.691,1,120.27,0.612,38.18,0.054,1,0.00109
Bus,17.054,1,22.65,0.935,17.69,0.753,1,1.47186
Metro,20.859,1,115.75,0.589,31.61,0.047,1,0.89929
Metro,14.455,1,104.08,0.156,30.67,0.897,1,0.70496
Car,5.159,4,4.0,0.668,13.12,0.979,0,0.2932
Car,11.619,3,3.0,0.896,39.72,0.508,0,0.90284
Bus,2.192,1,18.16,0.649,37.46,0.274,0,0.21172
Metro,11.789,1,117.92,0.165,31.45,0.914,1,0.48255
Car,3.018,2,2.0,0.464,31.85,0.523,0,0.30196
Car,4.068,5,5.0,0.523,22.06,0.261,0,0.20669
Bicycle,6.357,1,131.94,0.287,31.92,0.393,1,0.0
Car,28.726,2,2.0,0.978,36.82,0.98,0,3.52821
Walking,34.779,1,131.71,0.088,28.88,0.9,0,0.0
Bus,3.962,1,21.74,0.645,18.99,0.518,1,0.32223
Car,8.972,1,1.0,0.257,38.89,0.338,0,1.79033
Bus,17.047,1,13.03,0.062,38.7,0.287,0,2.14348
Motorcycle,5.193,1,117.02,0.921,22.28,0.179,0,0.60888
Walking,15.413,1,115.55,0.291,25.54,0.381,1,0.0
Bus,5.463,1,26.07,0.659,11.03,0.342,1,0.3891
Motorcycle,6.76,1,133.47,0.132,25.42,0.267,0,0.71282
Car,5.643,3,3.0,0.739,16.2,0.154,0,0.42975
Bus,15.892,1,26.19,0.463,26.62,0.201,0,1.06741
Walking,14.867,1,124.49,0.646,23.72,0.588,1,0.0
Bus,7.976,1,18.38,0.136,34.34,0.212,0,0.69806
Bus,20.808,1,17.51,0.748,21.91,0.945,0,2.38442
Bicycle,6.974,1,117.86,0.398,26.54,0.398,1,0.0
Metro,8.968,1,104.22,0.88,31.39,0.653,0,0.42838
Bus,16.507,1,2.0,0.472,10.57,0.199,1,14.42444
Motorcycle,11.992,1,114.56,0.712,18.49,0.295,1,1.48317
Metro,34.158,1,129.25,0.382,37.48,0.803,0,1.25556
Bus,6.343,1,20.14,0.345,19.81,0.627,0,0.56887
Bicycle,2.934,1,116.66,0.14,29.44,0.188,0,0.0
Motorcycle,4.645,1,115.08,0.567,12.86,0.124,0,0.52616
Metro,5.305,1,114.82,0.496,12.96,0.235,0,0.22691
Car,8.785,4,4.0,0.474,28.97,0.582,0,0.48429
Motorcycle,21.5,1,122.88,0.294,18.99,0.309,1,2.41302
Car,12.172,5,5.0,0.661,17.16,0.023,1,0.51032
Motorcycle,15.674,1,112.18,0.209,17.91,0.08,1,1.66001
Bicycle,8.309,1,124.14,0.335,16.26,0.44,0,0.01051
Metro,14.467,1,119.27,0.801,18.4,0.039,1,0.60148
Metro,7.011,1,116.31,0.982,22.98,0.948,1,0.28384
Bicycle,3.99,1,129.43,0.351,17.4,0.365,0,0.00202
Bicycle,6.545,1,117.53,0.637,16.67,0.75,0,0.0
Bicycle,5.551,1,127.02,0.445,13.59,0.23,0,0.00353
Bicycle,7.654,1,122.23,0.163,13.2,0.463,0,0.01059
Walking,6.248,1,117.06,0.851,11.99,0.172,0,0.00818
Bus,14.38,1,21.73,0.681,24.62,0.668,1,1.25164
Bicycle,36.778,1,143.71,0.899,18.88,0.882,0,0.0006
Metro,26.311,1,120.07,0.407,30.75,0.971,1,1.02537
Car,21.183,1,1.0,0.69,27.6,0.876,1,4.93896
Motorcycle,11.68,1,118.55,0.513,23.44,0.186,0,1.30693
Walking,3.64,1,120.21,0.482,26.09,0.405,0,0.0
Bus,30.675,1,23.67,0.771,19.34,0.966,0,2.50344
Walking,13.958,1,121.14,0.07,20.33,0.185,0,0.0
Walking,7.405,1,122.35,0.747,14.86,0.952,0,0.00303
Metro,4.311,1,119.58,0.851,33.59,0.035,1,0.17806
Motorcycle,35.476,1,134.1,0.6,24.81,0.867,1,4.33656
Walking,6.058,1,111.57,0.227,25.63,0.839,0,0.0
Walking,22.07,1,124.07,0.125,11.9,0.78,0,0.00274
Metro,3.783,1,117.58,0.65,28.47,0.426,0,0.1614
Car,9.131,4,4.0,0.17,17.96,0.799,1,0.49427
Walking,9.736,1,113.07,0.109,31.29,0.829,1,0.0
Motorcycle,11.399,1,129.18,0.985,17.44,0.209,1,1.4943
Motorcycle,7.271,1,128.42,0.904,29.82,0.969,1,0.9032
Bicycle,3.55,1,122.34,0.358,24.09,0.516,1,0.00186
Bicycle,4.046,1,116.02,0.556,20.8,0.093,1,0.00417
Walking,10.348,1,108.96,0.048,25.47,0.649,0,0.0
Motorcycle,10.676,1,110.56,0.971,15.01,0.891,0,1.42832
Motorcycle,12.152,1,104.15,0.503,32.77,0.735,0,1.47337
Motorcycle,23.05,1,126.9,0.646,24.2,0.459,0,2.74854
Bus,8.55,1,35.63,0.599,34.51,0.923,1,0.45687
Bus,19.228,1,18.16,0.685,31.17,0.838,1,2.02424
Metro,8.541,1,103.13,0.413,17.05,0.839,1,0.41267
Metro,11.796,1,113.92,0.076,32.05,0.717,1,0.47382
Motorcycle,7.364,1,132.54,0.793,25.64,0.17,0,0.95957
Bus,8.071,1,32.29,0.599,21.68,0.183,0,0.45474
Bus,18.571,1,14.82,0.66,23.51,0.558,1,2.34705
Car,51.441,1,1.0,0.213,26.85,0.461,1,10.31311
Metro,14.106,1,114.37,0.059,33.72,0.457,0,0.62403
Motorcycle,8.645,1,122.86,0.689,18.12,0.865,1,1.06843
Walking,14.185,1,124.39,0.439,32.21,0.977,1,0.0133
Bicycle,10.191,1,114.43,0.492,13.07,0.511,1,0.0
Car,7.045,1,1.0,0.372,27.7,0.965,0,1.53546
Motorcycle,11.686,1,121.92,0.005,23.61,0.453,1,1.29595
Walking,12.257,1,116.15,0.148,24.71,0.018,0,0.00673
Bicycle,6.509,1,125.53,0.148,39.92,0.691,1,0.0
Motorcycle,3.905,1,97.04,0.752,36.22,0.064,1,0.44659
Bicycle,9.4,1,114.21,0.605,24.77,0.931,1,0.0123
Car,19.394,5,5.0,0.506,29.12,0.183,1,0.82277
Bicycle,28.445,1,115.0,0.162,15.42,0.762,0,0.00236
Bus,1.032,1,15.77,0.769,12.56,0.572,0,0.1384
Bus,1.099,1,31.88,0.463,26.34,0.731,1,0.06159
Car,27.749,1,1.0,0.613,18.22,0.648,1,6.07903
Bicycle,1.916,1,125.05,0.831,24.99,0.941,0,0.01298
Bus,9.747,1,2.0,0.927,23.19,0.349,0,9.27744
Bus,14.845,1,18.19,0.379,33.9,0.601,0,1.41059
Car,23.147,5,5.0,0.254,20.9,0.552,1,0.95723
Motorcycle,28.264,1,120.62,0.698,21.84,0.756,1,3.51655
Walking,6.742,1,127.03,0.796,33.52,0.683,1,0.0
Bus,3.2,1,22.87,0.924,23.7,0.667,1,0.28551
Metro,36.65,1,114.47,0.812,40.0,0.038,1,1.50759
Metro,13.927,1,116.69,0.172,13.09,0.167,0,0.6228
Walking,9.4,1,109.28,0.23,35.07,0.42,1,0.0
Bus,5.826,1,16.03,0.3,16.05,0.627,0,0.63335
Motorcycle,3.969,1,97.53,0.781,21.15,0.562,1,0.49703
Walking,3.857,1,126.13,0.25,37.83,0.592,1,0.00257
Metro,14.151,1,127.12,0.739,25.94,0.449,1,0.55677
Metro,3.319,1,123.0,0.524,25.28,0.391,1,0.14025
Metro,50.49,1,114.85,0.212,35.81,0.85,0,2.13307
Bus,13.636,1,21.64,0.808,31.08,0.724,0,1.17975
Car,15.015,2,2.0,0.846,33.42,0.158,0,1.68704
Bus,9.259,1,12.23,0.305,34.31,0.024,0,1.28628
Bus,16.101,1,14.04,0.557,11.24,0.001,0,2.02995
Motorcycle,8.417,1,121.28,0.354,14.02,0.103,0,0.92648
Car,8.863,1,1.0,0.389,25.84,0.479,0,1.77469
Motorcycle,13.268,1,137.56,0.846,31.68,0.943,1,1.65293
Motorcycle,9.287,1,138.28,0.433,36.31,0.944,0,1.15541
Metro,5.502,1,121.62,0.07,29.62,0.467,0,0.20907
Motorcycle,13.773,1,131.1,0.552,10.53,0.771,0,1.64186
Motorcycle,8.814,1,118.48,0.835,25.58,0.365,0,1.0559
Motorcycle,2.15,1,111.62,0.353,16.87,0.358,0,0.22936
Bus,10.545,1,22.68,0.364,23.98,0.977,1,0.85557
Bicycle,0.5,1,105.74,0.875,28.47,0.926,0,0.0
Walking,4.927,1,102.39,0.91,34.03,0.367,1,0.0
Motorcycle,3.653,1,119.2,0.149,26.46,0.25,0,0.38363
Walking,2.926,1,115.22,0.299,34.47,0.05,0,0.01674
Bus,13.428,1,9.22,0.514,23.91,0.705,1,2.63042
Bicycle,7.497,1,117.79,0.759,36.61,0.845,0,0.0
Metro,24.612,1,120.99,0.41,36.45,0.789,0,0.99067
Bus,12.565,1,25.16,0.903,16.63,0.786,1,1.01746
Bicycle,8.893,1,113.95,0.847,28.96,0.774,1,0.00131
Metro,8.797,1,129.45,0.876,21.11,0.276,0,0.35022
Bicycle,26.167,1,110.15,0.571,26.45,0.093,0,0.00163
Bus,14.103,1,17.27,0.273,12.03,0.283,1,1.39013
Bicycle,6.201,1,125.2,0.39,16.9,0.322,0,0.0
Walking,9.372,1,127.67,0.059,19.82,0.272,0,0.00548
Car,0.5,1,1.0,0.893,29.54,0.707,0,0.11077
Motorcycle,3.182,1,110.99,0.772,18.61,0.333,1,0.37859
Bicycle,3.987,1,132.21,0.41,30.78,0.514,1,0.01328
Bus,7.56,1,24.55,0.666,37.79,0.736,1,0.57285
Metro,7.34,1,115.04,0.982,16.21,0.397,1,0.30783
Walking,2.581,1,120.2,0.779,30.88,0.588,1,0.0
Bicycle,8.759,1,127.82,0.653,35.59,0.159,0,0.00889
Metro,10.666,1,123.91,0.859,22.59,0.109,0,0.43101
Metro,6.155,1,126.04,0.507,23.69,0.773,1,0.21815
Metro,7.393,1,123.18,0.735,18.77,0.408,0,0.2996
Walking,4.234,1,101.97,0.097,28.92,0.513,1,0.0
Metro,20.24,1,123.28,0.421,28.28,0.552,1,0.82011
Bus,24.24,1,26.0,0.849,10.56,0.737,0,1.79657
Walking,8.594,1,117.91,0.311,37.74,0.421,0,0.00523
Motorcycle,10.42,1,127.31,0.188,30.98,0.35,0,1.16794
Bicycle,27.295,1,129.85,0.168,31.56,0.298,0,0.0
Motorcycle,12.426,1,131.03,0.987,31.33,0.279,0,1.56799
Bus,15.127,1,33.31,0.128,31.86,0.444,1,0.80905
Car,21.338,3,3.0,0.909,30.53,0.994,1,1.69821
Car,13.419,2,2.0,0.679,10.38,0.673,1,1.46967
Car,7.592,3,3.0,0.383,31.39,0.944,1,0.60276
Motorcycle,9.642,1,117.72,0.467,12.53,0.247,1,1.07495
Bus,7.86,1,13.46,0.937,22.82,0.819,1,1.16069
Motorcycle,19.951,1,107.52,0.489,25.07,0.859,0,2.36385
Bus,18.186,1,20.85,0.934,35.99,0.984,0,1.77554
Bicycle,25.969,1,125.6,0.377,30.47,0.085,0,0.0
Metro,5.015,1,106.64,0.572,13.85,0.091,0,0.23147
Bicycle,14.022,1,136.17,0.705,33.0,0.67,1,0.0
Motorcycle,19.757,1,110.34,0.904,15.89,0.214,0,2.40049
Bus,19.477,1,21.03,0.74,31.78,0.245,1,1.7363
Motorcycle,3.144,1,110.83,0.476,20.32,0.646,1,0.36214
Walking,14.372,1,121.42,0.101,23.57,0.66,0,0.00812
Bicycle,11.886,1,116.29,0.607,30.78,0.632,0,0.00752
Motorcycle,4.221,1,130.68,0.889,34.25,0.731,0,0.54276
Car,2.963,5,5.0,0.314,37.55,0.926,0,0.11851
Metro,11.966,1,117.49,0.508,22.91,0.053,0,0.4784
Bicycle,24.357,1,100.69,0.028,16.54,0.917,0,0.029
Metro,11.405,1,121.38,0.883,24.16,0.167,0,0.47156
Motorcycle,18.683,1,124.42,0.686,17.5,0.243,1,2.28539
Walking,3.625,1,98.29,0.426,29.74,0.545,0,0.00282
Bicycle,23.263,1,119.07,0.364,34.4,0.515,1,0.00472
Walking,2.981,1,115.4,0.014,37.65,0.199,1,0.0
Walking,4.689,1,102.69,0.555,35.36,0.893,1,0.01698
Bus,19.926,1,25.72,0.431,24.94,0.183,1,1.41129
Metro,4.182,1,140.88,0.683,17.64,0.265,0,0.13138
Bus,12.729,1,18.13,0.378,21.87,0.806,1,1.28515
Metro,4.971,1,115.01,0.961,14.23,0.808,0,0.21441
Car,12.926,2,2.0,0.663,12.09,0.886,0,1.46466
Bicycle,1.767,1,109.87,0.599,11.53,0.285,1,0.00486
Bus,12.976,1,27.68,0.355,14.54,0.469,0,0.84401
Bus,2.259,1,2.0,0.035,32.24,0.268,0,1.8872
Bicycle,13.155,1,123.75,0.418,20.7,0.506,0,0.0
Bicycle,39.549,1,125.14,0.906,16.29,0.095,0,0.0
Walking,35.967,1,126.51,0.186,36.91,0.05,0,0.00738
Motorcycle,22.479,1,124.39,0.502,39.85,0.674,0,2.77827
Bus,10.003,1,22.36,0.345,11.95,0.629,1,0.79725
Bicycle,7.437,1,111.47,0.452,12.52,0.535,1,0.0
Bicycle,5.141,1,121.92,0.657,31.22,0.971,1,0.0
Bicycle,7.113,1,129.86,0.746,30.65,0.758,1,0.0
